"","DATETIME","LEVEL_T1","LEVEL_T2","LEVEL_T3","LEVEL_T4","LEVEL_T5","LEVEL_T6","LEVEL_T7","PRESSURE_J280","PRESSURE_J269","PRESSURE_J300","PRESSURE_J256","PRESSURE_J289","PRESSURE_J415","PRESSURE_J302","PRESSURE_J306","PRESSURE_J307","PRESSURE_J317","PRESSURE_J14","PRESSURE_J422","FLOW_PU1","FLOW_PU2","FLOW_PU3","FLOW_PU4","FLOW_PU5","FLOW_PU6","FLOW_PU7","FLOW_PU8","FLOW_PU9","FLOW_PU10","FLOW_PU11","FLOW_V2","STATUS_PU1","STATUS_PU2","STATUS_PU3","STATUS_PU4","STATUS_PU5","STATUS_PU6","STATUS_PU7","STATUS_PU8","STATUS_PU9","STATUS_PU10","STATUS_PU11","STATUS_V2","ATT_FLAG"
"6614","2016-04-13 02:15:00",1.03,2.26,4.95,3.43,4.5,5.41,1.46,2.98,34.7,26.79,92.41,26.85,86.54,28.38,113.5,28.38,57.15,29.76,28.86,96.79,96.81,0,32.87,0,0,48.77,15.5,0,0,0,91.08,"True","True","False","True","False","False","True","True","False","False","False","True","True"
"6615","2016-04-13 02:30:00",1.07,2.29,5.09,3.54,4.5,5.31,1.14,2.98,34.72,26.82,92.5,26.88,86.62,28.42,113.54,28.42,56.88,29.79,28.89,96.74,96.76,0,32.83,0,0,48.74,15.5,0,0,0,91.16,"True","True","False","True","False","False","True","True","False","False","False","True","True"
"6616","2016-04-13 02:45:00",1.12,2.31,5.23,3.65,4.5,5.21,0.83,2.97,34.41,26.8,92.58,26.85,86.7,19.96,105.23,19.69,85.11,29.74,28.84,97.32,97.34,0,32.77,0,0,48.69,15.5,0,24.51,24.47,87.43,"True","True","False","True","False","False","True","True","False","True","True","True","True"
"6617","2016-04-13 03:00:00",1.12,2.36,5.27,3.76,4.5,5.38,1.26,2.98,34.59,28.08,75.72,28.04,89.45,20.8,108.05,20.53,85.75,30.61,29.71,96.98,97,0,0,0,0,47.85,12.16,0,24.59,24.56,81.94,"True","True","False","False","False","False","True","True","False","True","True","True","True"
"6618","2016-04-13 03:15:00",1.14,2.46,5.21,3.97,4.5,5.48,1.52,2.98,35.08,28.38,75.65,28.34,89.68,29.01,116.11,29.01,57.25,30.93,30.03,96.08,96.1,0,0,0,0,47.88,12.16,0,0,0,85.96,"True","True","False","False","False","False","True","True","False","False","False","True","True"
"6619","2016-04-13 03:30:00",1.19,2.56,5.14,4.18,4.5,5.38,1.2,2.98,35.12,28.47,75.59,28.43,89.85,29.07,116.17,29.07,56.98,31.02,30.12,96.01,96.03,0,0,0,0,47.83,12.16,0,0,0,85.73,"True","True","False","False","False","False","True","True","False","False","False","True","True"
"6620","2016-04-13 03:45:00",1.25,2.66,5.08,4.39,4.5,5.29,0.89,2.98,34.69,28.34,75.53,28.3,89.95,20.9,108.15,20.63,85.66,30.86,29.96,96.8,96.82,0,0,0,0,47.71,12.16,0,24.68,24.64,81.05,"True","True","False","False","False","False","True","True","False","True","True","True","True"
"6621","2016-04-13 04:00:00",1.27,2.79,5.02,4.41,4.5,5.45,1.33,2.98,35.28,30.86,76.08,30.86,69.52,21.39,107.93,21.13,87.96,33.14,32.24,95.71,95.73,0,0,0,0,0,13.45,0,23.92,23.88,66.74,"True","True","False","False","False","False","False","True","False","True","True","True","True"
"6622","2016-04-13 04:15:00",1.31,2.96,4.96,4.22,4.5,5.5,1.93,2.98,35.94,31.46,76.02,31.46,69.33,29.74,116.14,29.74,59,33.76,32.86,94.46,94.48,0,0,0,0,0,13.45,0,0,0,71.49,"True","True","False","False","False","False","False","True","False","False","False","True","True"
"6623","2016-04-13 04:30:00",1.39,3.15,4.91,4.03,4.5,5.42,1.73,2.98,36,31.61,75.97,31.61,69.13,29.83,116.23,29.83,58.81,33.9,33,94.35,94.36,0,0,0,0,0,13.45,0,0,0,71.02,"True","True","False","False","False","False","False","True","False","False","False","True","True"
"6624","2016-04-13 04:45:00",1.47,3.34,4.86,3.83,4.5,5.34,1.53,2.98,36.06,31.75,75.92,31.75,68.94,29.92,116.32,29.92,58.63,34.04,33.14,94.23,94.25,0,0,0,0,0,13.45,0,0,0,70.54,"True","True","False","False","False","False","False","True","False","False","False","True","True"
"6625","2016-04-13 05:00:00",1.55,3.53,4.8,3.64,4.5,5.27,1.33,2.98,36.18,31.91,75.1,31.91,67.23,29.75,113.83,29.75,56.78,34.2,33.3,94.02,94.04,0,0,0,0,0,16.94,0,0,0,70.23,"True","True","False","False","False","False","False","True","False","False","False","True","True"
"6626","2016-04-13 05:15:00",1.63,3.72,4.74,3.39,4.5,5.17,1,2.98,35.59,31.57,75.03,31.57,66.98,20.58,104.81,20.31,85.21,33.83,32.93,95.12,95.14,0,0,0,0,0,16.94,0,24.72,24.68,64.1,"True","True","False","False","False","False","False","True","False","True","True","True","True"
"6627","2016-04-13 05:30:00",1.66,3.89,4.67,3.14,4.5,5.33,1.42,2.98,35.63,31.69,74.97,31.69,66.73,20.65,104.89,20.38,85.42,33.95,33.05,95.06,95.07,0,0,0,0,0,16.94,0,24.67,24.63,63.48,"True","True","False","False","False","False","False","True","False","True","True","True","True"
"6628","2016-04-13 05:45:00",1.72,4.06,4.61,2.89,4.5,5.38,1.51,2.98,35.84,29.75,74.9,29.71,88.09,29.52,113.6,29.52,56.95,32.29,31.39,94.66,94.68,0,0,0,0,49.46,16.94,0,0,0,83.12,"True","True","False","False","False","False","True","True","False","False","False","True","True"
"6629","2016-04-13 06:00:00",1.78,4.15,4.54,3.06,4.5,5.28,1.18,2.98,35.44,29.7,75.54,29.66,88.11,29.45,115.15,29.45,57.69,32.23,31.33,95.41,95.43,0,0,0,0,49.43,14.61,0,0,0,80.16,"True","True","False","False","False","False","True","True","False","False","False","True","True"
"6630","2016-04-13 06:15:00",1.84,4.23,4.49,3.22,4.5,5.19,0.92,2.98,35.03,29.59,75.49,29.55,88.19,21.04,106.89,20.78,86.64,32.09,31.19,96.17,96.19,0,0,0,0,49.33,14.61,0,24.33,24.29,75.36,"True","True","False","False","False","False","True","True","False","True","True","True","True"
"6631","2016-04-13 06:30:00",1.85,4.3,4.43,3.38,4.5,5.36,1.41,2.98,35.04,29.65,75.43,29.61,88.32,21.09,106.93,20.83,86.85,32.14,31.24,96.15,96.17,0,0,0,0,49.29,14.61,0,24.26,24.22,75.01,"True","True","False","False","False","False","True","True","False","True","True","True","True"
"6632","2016-04-13 06:45:00",1.87,4.37,4.38,3.55,4.5,5.46,1.68,2.98,35.51,29.9,75.38,29.86,88.51,29.55,115.25,29.55,58.13,32.42,31.52,95.28,95.3,0,0,0,0,49.32,14.61,0,0,0,79.44,"True","True","False","False","False","False","True","True","False","False","False","True","True"
"6633","2016-04-13 07:00:00",1.93,4.45,4.32,3.71,4.5,5.38,1.42,2.98,35.58,29.94,72.58,29.9,86.75,29.34,112.68,29.34,56.09,32.47,31.57,95.14,95.16,0,0,0,0,50.25,17.91,0,0,0,79.64,"True","True","False","False","False","False","True","True","False","False","False","True","True"
"6634","2016-04-13 07:15:00",1.98,4.53,4.23,3.79,4.5,5.27,1.04,2.98,35.62,30.01,72.49,29.97,86.83,29.4,112.74,29.4,55.77,32.54,31.64,95.08,95.09,0,0,0,0,50.24,17.91,0,0,0,79.5,"True","True","False","False","False","False","True","True","False","False","False","True","True"
"6635","2016-04-13 07:30:00",1.99,4.6,4.14,3.86,4.5,5.4,1.35,2.98,35.19,29.88,72.4,29.84,86.85,20.16,103.66,19.89,84.41,32.38,31.48,95.88,95.9,0,0,0,0,50.17,17.91,0,24.88,24.84,74.47,"True","True","False","False","False","False","True","True","False","True","True","True","True"
"6636","2016-04-13 07:45:00",2.02,4.67,4.06,3.94,4.5,5.46,1.46,2.98,35.65,30.13,72.31,30.09,86.97,29.45,112.78,29.45,56.15,32.65,31.75,95.01,95.03,0,0,0,0,50.23,17.91,0,0,0,78.99,"True","True","False","False","False","False","True","True","False","False","False","True","True"
"6637","2016-04-13 08:00:00",2.08,4.74,3.97,4.02,4.5,5.36,1.08,2.98,34.95,29.99,71.2,29.95,86.28,28.15,104.29,28.15,55.13,32.48,31.58,96.33,96.35,0,0,0,0,50.51,25.19,0,0,0,73.67,"True","True","False","False","False","False","True","True","False","False","False","True","True"
"6638","2016-04-13 08:15:00",2.06,4.8,3.87,4.05,4.5,5.45,1.28,2.98,34.69,29.93,71.1,29.89,86.3,18.01,94.3,17.74,82.76,32.41,31.51,96.81,96.82,0,0,0,0,50.48,25.19,0,24.68,24.64,70.33,"True","True","False","False","False","False","True","True","False","True","True","True","True"
"6639","2016-04-13 08:30:00",2.05,4.85,3.77,4.09,4.5,5.5,1.68,2.98,34.95,30.07,71,30.03,86.36,28.14,104.28,28.14,55.64,32.56,31.66,96.33,96.34,0,0,0,0,50.51,25.19,0,0,0,72.92,"True","True","False","False","False","False","True","True","False","False","False","True","True"
"6640","2016-04-13 08:45:00",2.08,4.91,3.67,4.12,4.5,5.39,1.26,2.98,34.97,30.12,70.91,30.08,86.4,28.17,104.31,28.17,55.28,32.61,31.71,96.28,96.3,0,0,0,0,50.52,25.19,0,0,0,72.76,"True","True","False","False","False","False","True","True","False","False","False","True","True"
"6641","2016-04-13 09:00:00",2.11,4.97,3.57,4.16,4.5,5.28,0.84,2.97,34.37,30,69.43,29.96,85.79,17.09,91.05,16.82,81.42,32.47,31.57,97.4,97.42,0,0,0,0,50.76,27.08,0,24.85,24.81,67.06,"True","True","False","False","False","False","True","True","False","True","True","True","True"
"6642","2016-04-13 09:15:00",2.08,5.01,3.46,4.15,4.5,5.41,1.15,2.97,34.36,30.04,69.31,29.99,85.79,17.1,91.06,16.83,81.56,32.5,31.6,97.42,97.44,0,0,0,0,50.78,27.08,0,24.79,24.76,66.61,"True","True","False","False","False","False","True","True","False","True","True","True","True"
"6643","2016-04-13 09:30:00",2.04,5.05,3.35,4.14,4.5,5.5,1.48,2.97,34.39,30.08,69.2,30.04,85.8,18.37,92.31,18.14,88,32.54,31.64,97.37,97.39,0,0,0,0,50.8,27.08,0,22.57,22.53,66.61,"True","True","False","False","False","False","True","True","False","True","True","True","True"
"6644","2016-04-13 09:45:00",2.01,5.1,3.24,4.13,4.5,5.5,1.87,2.98,34.59,30.18,69.09,30.13,85.82,27.64,101.45,27.64,54.83,32.65,31.75,96.99,97.01,0,0,0,0,50.84,27.08,0,0,0,68.83,"True","True","False","False","False","False","True","True","False","False","False","True","True"
"6645","2016-04-13 10:00:00",2.04,5.14,3.13,4.12,4.5,5.38,1.4,2.98,34.81,30.26,69.71,30.22,85.85,28.35,107.36,28.35,54.45,32.75,31.85,96.57,96.59,0,0,0,0,50.87,22.61,0,0,0,70.26,"True","True","False","False","False","False","True","True","False","False","False","True","True"
"6646","2016-04-13 10:15:00",2.07,5.2,3.02,4.12,4.5,5.27,0.93,2.98,34.57,30.23,69.61,30.18,85.83,18.36,97.53,18.09,82.05,32.69,31.79,97.02,97.04,0,0,0,0,50.85,22.61,0,25.1,25.07,66.96,"True","True","False","False","False","False","True","True","False","True","True","True","True"
"6647","2016-04-13 10:30:00",2.04,5.17,3.1,4.11,4.5,5.4,1.24,2.97,34.49,29.29,88.39,29.37,85.63,18.33,97.5,18.05,82.17,32.22,31.32,97.17,97.19,0,36.7,0,0,50.55,22.61,0,25.04,25,70.39,"True","True","False","True","False","False","True","True","False","True","True","True","True"
"6648","2016-04-13 10:45:00",2.01,5.12,3.21,4.1,4.5,5.5,1.58,2.98,34.73,29.32,88.48,29.4,85.63,28.27,107.29,28.27,54.62,32.27,31.37,96.73,96.75,0,36.67,0,0,50.56,22.61,0,0,0,73.57,"True","True","False","True","False","False","True","True","False","False","False","True","True"
"6649","2016-04-13 11:00:00",2.04,5.09,3.33,4.09,4.5,5.38,1.11,2.98,34.74,29.36,90.32,29.43,87.91,28.26,106.95,28.26,55.95,32.28,31.38,96.71,96.73,0,35.66,0,0,49.41,22.92,0,0,0,73.66,"True","True","False","True","False","False","True","True","False","False","False","True","True"
"6650","2016-04-13 11:15:00",2.03,5.05,3.46,4.21,4.5,5.45,1.26,2.97,34.49,29.27,90.37,29.34,87.97,18.53,97.37,18.27,83.68,32.17,31.27,97.17,97.19,0,35.58,0,0,49.33,22.92,0,24.51,24.47,70.79,"True","True","False","True","False","False","True","True","False","True","True","True","True"
"6651","2016-04-13 11:30:00",2.01,5.01,3.59,4.34,4.5,5.5,1.71,2.98,34.72,29.3,90.46,29.37,88.07,28.23,106.91,28.23,56.44,32.22,31.32,96.75,96.77,0,35.54,0,0,49.3,22.92,0,0,0,73.89,"True","True","False","True","False","False","True","True","False","False","False","True","True"
"6652","2016-04-13 11:45:00",2.04,4.99,3.72,4.46,4.5,5.4,1.33,2.98,34.73,29.28,90.53,29.35,88.15,28.25,106.93,28.25,56.12,32.2,31.3,96.73,96.75,0,35.49,0,0,49.25,22.92,0,0,0,74.21,"True","True","False","True","False","False","True","True","False","False","False","True","True"
"6653","2016-04-13 12:00:00",2.06,5.03,3.86,4.31,4.5,5.32,1.04,2.97,34.38,30.4,90.55,30.51,61.09,17.15,91.16,16.88,81.78,32.87,31.97,97.38,97.4,0,36.12,0,0,0,27.04,0,24.72,24.68,63.31,"True","True","False","True","False","False","False","True","False","True","True","True","True"
"6654","2016-04-13 12:15:00",2.03,5.1,3.99,3.87,4.5,5.46,1.36,2.97,34.37,30.45,90.65,30.56,60.65,17.16,91.17,16.89,81.93,32.92,32.02,97.39,97.41,0,36.09,0,0,0,27.04,0,24.67,24.63,62.72,"True","True","False","True","False","False","False","True","False","True","True","True","True"
"6655","2016-04-13 12:30:00",2,5.17,4.11,3.44,4.5,5.5,1.73,2.98,34.62,30.61,90.8,30.73,60.22,27.65,101.51,27.65,55.08,33.09,32.19,96.94,96.96,0,36.1,0,0,0,27.04,0,0,0,65.03,"True","True","False","True","False","False","False","True","False","False","False","True","True"
"6656","2016-04-13 12:45:00",2.02,5.25,4.24,3.01,4.5,5.39,1.28,2.98,34.64,30.68,90.9,30.79,59.79,27.68,101.54,27.68,54.7,33.15,32.25,96.9,96.92,0,36.08,0,0,0,27.04,0,0,0,64.71,"True","True","False","True","False","False","False","True","False","False","False","True","True"
"6657","2016-04-13 13:00:00",2.03,5.28,4.37,2.74,4.5,5.36,1.12,2.98,34.54,29.4,90,29.47,84.19,18.55,99.14,18.27,81.54,32.32,31.42,97.09,97.11,0,35.86,0,0,51.32,21.2,0,25.38,25.34,69.87,"True","True","False","True","False","False","True","True","False","True","True","True","True"
"6658","2016-04-13 13:15:00",2,5.23,4.49,2.69,4.5,5.5,1.39,2.98,34.52,29.36,90.06,29.43,84.14,18.55,99.14,18.27,81.67,32.28,31.38,97.12,97.14,0,35.8,0,0,51.32,21.2,0,25.33,25.29,70.02,"True","True","False","True","False","False","True","True","False","True","True","True","True"
"6659","2016-04-13 13:30:00",1.98,5.19,4.61,2.65,4.5,5.5,1.75,2.98,34.77,29.4,90.15,29.46,84.12,28.44,108.87,28.44,53.77,32.33,31.43,96.66,96.68,0,35.77,0,0,51.35,21.2,0,0,0,73.34,"True","True","False","True","False","False","True","True","False","False","False","True","True"
"6660","2016-04-13 13:45:00",2.01,5.15,4.74,2.61,4.5,5.38,1.24,2.98,34.78,29.37,90.22,29.44,84.08,28.46,108.89,28.46,53.35,32.31,31.41,96.64,96.66,0,35.72,0,0,51.35,21.2,0,0,0,73.72,"True","True","False","True","False","False","True","True","False","False","False","True","True"
"6661","2016-04-13 14:00:00",2.04,5.12,4.86,2.56,4.5,5.25,0.73,2.98,34.59,29.31,90.86,29.38,85.17,18.39,97.89,18.11,81.73,32.22,31.32,96.99,97.01,0,35.32,0,0,50.78,22.29,0,25.24,25.2,71.19,"True","True","False","True","False","False","True","True","False","True","True","True","True"
"6662","2016-04-13 14:15:00",2.02,5.08,4.98,2.61,4.5,5.38,1.03,2.98,34.58,29.28,90.93,29.34,85.2,18.4,97.9,18.12,81.86,32.19,31.29,97.02,97.03,0,35.26,0,0,50.75,22.29,0,25.19,25.15,71.29,"True","True","False","True","False","False","True","True","False","True","True","True","True"
"6663","2016-04-13 14:30:00",2,5.04,5.11,2.65,4.5,5.5,1.34,2.98,34.59,29.25,91,29.32,85.22,19.6,99.07,19.37,88.37,32.16,31.26,96.99,97.01,0,35.21,0,0,50.73,22.29,0,22.96,22.92,71.72,"True","True","False","True","False","False","True","True","False","True","True","True","True"
"6664","2016-04-13 14:45:00",1.98,5,5.23,2.7,4.5,5.5,1.73,2.98,34.81,29.28,91.08,29.34,85.26,28.34,107.68,28.34,54.37,32.2,31.3,96.59,96.61,0,35.17,0,0,50.72,22.29,0,0,0,74.7,"True","True","False","True","False","False","True","True","False","False","False","True","True"
"6665","2016-04-13 15:00:00",2.01,4.97,5.35,2.74,4.5,5.38,1.24,2.98,34.62,30.09,74.73,30.05,85.84,28.23,107.46,28.23,55.78,32.57,31.67,96.93,96.95,0,0,0,0,50.78,22.39,0,0,0,70.03,"True","True","False","False","False","False","True","True","False","False","False","True","True"
"6666","2016-04-13 15:15:00",2.03,5.02,5.28,2.81,4.5,5.27,0.85,2.97,34.39,30.06,74.65,30.01,85.88,18.48,97.87,18.21,83.25,32.52,31.62,97.35,97.37,0,0,0,0,50.74,22.39,0,24.67,24.63,66.87,"True","True","False","False","False","False","True","True","False","True","True","True","True"
"6667","2016-04-13 15:30:00",2,5.07,5.2,2.88,4.5,5.42,1.22,2.97,34.39,30.09,74.57,30.05,85.94,18.5,97.89,18.23,83.41,32.55,31.65,97.37,97.38,0,0,0,0,50.73,22.39,0,24.61,24.57,66.45,"True","True","False","False","False","False","True","True","False","True","True","True","True"
"6668","2016-04-13 15:45:00",1.98,5.11,5.12,2.94,4.5,5.5,1.63,2.98,34.63,30.2,74.5,30.16,86.02,28.21,107.45,28.21,56.12,32.67,31.77,96.92,96.94,0,0,0,0,50.75,22.39,0,0,0,69.06,"True","True","False","False","False","False","True","True","False","False","False","True","True"
"6669","2016-04-13 16:00:00",2.01,5.16,5.05,3.01,4.5,5.39,1.24,2.98,34.83,30.29,73.32,30.25,86.54,28.6,109.86,28.6,55.16,32.77,31.87,96.54,96.56,0,0,0,0,50.53,20.32,0,0,0,70.26,"True","True","False","False","False","False","True","True","False","False","False","True","True"
"6670","2016-04-13 16:15:00",2.04,5.21,4.96,3.1,4.5,5.28,0.82,2.98,34.59,30.25,73.23,30.21,86.59,19.03,100.45,18.75,82.96,32.71,31.81,97,97.02,0,0,0,0,50.49,20.32,0,25,24.97,66.88,"True","True","False","False","False","False","True","True","False","True","True","True","True"
"6671","2016-04-13 16:30:00",2.02,5.25,4.87,3.19,4.5,5.43,1.17,2.98,34.58,30.28,73.14,30.24,86.66,19.04,100.46,18.77,83.12,32.74,31.84,97,97.02,0,0,0,0,50.47,20.32,0,24.95,24.91,66.5,"True","True","False","False","False","False","True","True","False","True","True","True","True"
"6672","2016-04-13 16:45:00",2,5.3,4.78,3.28,4.5,5.5,1.56,2.98,34.85,30.41,73.05,30.37,86.76,28.61,109.88,28.61,55.43,32.88,31.98,96.51,96.53,0,0,0,0,50.48,20.32,0,0,0,69.43,"True","True","False","False","False","False","True","True","False","False","False","True","True"
"6673","2016-04-13 17:00:00",2.04,5.35,4.69,3.37,4.5,5.39,1.14,2.98,35.26,30.52,73.95,30.48,85.88,28.57,106.6,28.57,54.47,33.01,32.11,95.73,95.75,0,0,0,0,50.98,23.53,0,0,0,72.07,"True","True","False","False","False","False","True","True","False","False","False","True","True"
"6674","2016-04-13 17:15:00",2.04,5.39,4.61,3.41,4.5,5.45,1.22,2.98,34.95,30.45,73.87,30.41,85.88,18.47,96.65,18.2,82.4,32.92,32.02,96.32,96.34,0,0,0,0,50.94,23.53,0,25.01,24.97,67.94,"True","True","False","False","False","False","True","True","False","True","True","True","True"
"6675","2016-04-13 17:30:00",2.04,5.44,4.54,3.44,4.5,5.5,1.6,2.98,35.28,30.6,73.8,30.55,85.95,28.59,106.62,28.59,54.86,33.08,32.18,95.71,95.72,0,0,0,0,50.98,23.53,0,0,0,71.56,"True","True","False","False","False","False","True","True","False","False","False","True","True"
"6676","2016-04-13 17:45:00",2.08,5.49,4.46,3.47,4.5,5.38,1.14,2.98,35.31,30.65,73.72,30.61,85.99,28.63,106.66,28.63,54.47,33.14,32.24,95.66,95.67,0,0,0,0,50.99,23.53,0,0,0,71.48,"True","True","False","False","False","False","True","True","False","False","False","True","True"
"6677","2016-04-13 18:00:00",2.16,5.38,4.38,3.5,4.5,5.44,1.22,2.98,36.51,28.39,72.99,28.35,85.57,19.89,100.1,19.62,83.45,39.32,29.76,93.4,93.42,0,0,0,0,50.06,21.59,0,25.15,25.12,0,"True","True","False","False","False","False","True","True","False","True","True","False","True"
"6678","2016-04-13 18:15:00",2.21,5.25,4.3,3.54,4.5,5.5,1.63,2.98,37.65,28.26,72.9,28.22,85.56,31.02,111.07,31.02,55.37,41.15,29.63,91.23,91.25,0,0,0,0,50,21.59,0,0,0,0,"True","True","False","False","False","False","True","True","False","False","False","False","True"
"6679","2016-04-13 18:30:00",2.32,5.11,4.21,3.58,4.5,5.39,1.2,2.98,37.71,28.13,72.82,28.09,85.55,31.12,111.17,31.12,55.01,41.24,29.51,91.12,91.14,0,0,0,0,49.94,21.59,0,0,0,0,"True","True","False","False","False","False","True","True","False","False","False","False","True"
"6680","2016-04-13 18:45:00",2.4,4.98,4.12,3.61,4.5,5.42,1.19,2.98,36.64,28,72.73,27.96,85.55,20.1,100.3,19.82,83.53,39.53,29.38,93.15,93.17,0,0,0,0,49.87,21.59,0,25.2,25.16,0,"True","True","False","False","False","False","True","True","False","True","True","False","True"
"6681","2016-04-13 19:00:00",2.46,4.85,4.04,3.65,4.5,5.5,1.58,2.98,36.46,27.86,70.78,27.81,84.98,29.44,103.62,29.44,54.74,39.8,29.23,93.49,93.51,0,0,0,0,50.09,26.79,0,0,0,0,"True","True","False","False","False","False","True","True","False","False","False","False","True"
"6682","2016-04-13 19:15:00",2.54,4.72,3.94,3.64,4.5,5.38,1.12,2.98,36.5,27.73,70.67,27.69,84.94,29.51,103.69,29.51,54.35,39.87,29.1,93.41,93.43,0,0,0,0,50.04,26.79,0,0,0,0,"True","True","False","False","False","False","True","True","False","False","False","False","True"
"6683","2016-04-13 19:30:00",2.62,4.58,3.83,3.63,4.5,5.26,0.66,2.98,35.73,27.6,70.57,27.56,84.91,18,92.34,17.73,81.87,38.64,28.97,94.86,94.88,0,0,0,0,49.99,26.79,0,25.03,24.99,0,"True","True","False","False","False","False","True","True","False","True","True","False","True"
"6684","2016-04-13 19:45:00",2.64,4.45,3.73,3.63,4.5,5.4,0.98,2.98,35.74,27.47,70.47,27.43,84.87,18.05,92.39,17.78,82.03,38.66,28.84,94.84,94.86,0,0,0,0,49.95,26.79,0,24.99,24.95,0,"True","True","False","False","False","False","True","True","False","True","True","False","True"
"6685","2016-04-13 20:00:00",2.66,4.32,3.63,3.62,4.5,5.5,1.32,2.98,36.27,27.34,70.02,27.3,84.86,19.8,95.89,19.55,87.38,39.23,28.71,93.84,93.86,0,0,0,0,49.89,25.35,0,23.48,23.45,0,"True","True","False","False","False","False","True","True","False","True","True","False","True"
